title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Decree n°18/2004 - Regulation to establish environmental quality and emission standards,"<div>This decree provides air pollutants limits for industrial facilities for SOx and NOx. <br>It also includes limits for vehicles with air pollutant standards for passenger cars, diesel vans, diesel trucks and two-wheelers.</div>",In force,2004,National,International Energy Agency,2004-06-02,,https://ampeid.org/documents/mozambique/decree-no-18-2004-approving-the-regulation-on-environmental-quality-and-effluents%E2%80%99-emissions/,,1757061055733,"[{""iso3"":""MOZ"",""name"":""Mozambique""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
Emission standards for Power Generation Units,"<div>All fossil new and fuel-fired plants should meet the Tier 1 emission standard, which is meeting emissions intensity limit of 0.355 tCO2e/MWh.  Plants that are unable to meet Tier 1 standard can opt to be subject to an emissions limit under Tier 2 - emissions allowance limit (MtCO2e cap) that is equivalent to a Tier 1 advanced CCGT but running at a PLF of 50% on an annual basis. Separately, all new and repowered plants need to be at least 30% volume hydrogen-ready with the ability to be retrofitted to become operationally 100% hydrogen-ready in the future to the extent possible.  </div>",In force,2023,National,International Energy Agency,2023-10-26,,https://www.ema.gov.sg/content/dam/corporate/partnerships/consultations/emissions-standards-for-power-generation-units/decision/EMA-Consultations-Final-Determination-Emission-Standards-for-Power-Generation-Units-20231026.pdf.coredownload.pdf,,1750778209268,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
The Environmental Management Act (Air quality standards),<div>The act establishes limits regarding minimum air quality standards for Large Combustion Plants over SOx and CO emissions. </div>,In force,2007,National,International Energy Agency,2007-01-01,,https://www.nemc.or.tz/uploads/publications/sw-1645446559-Air_Quality_Standards_Regulations_2007.pdf,,1750778209581,"[{""iso3"":""TZA"",""name"":""United Republic of Tanzania""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
National Environmental Quality Standards (NEQS),"<div>The National Environmental Quality Standards establishes maximum level emissions for industrial and motor gaseous emissions, including SO2, NOx and CO.</div>",In force,1993,National,International Energy Agency,1993-05-10,,https://epd.punjab.gov.pk/system/files/Revised%20NEQS%202000.pdf,,1750778211532,"[{""iso3"":""PAK"",""name"":""Pakistan""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Emission standards for pollutants from atmospheric sources,"<div>There are emission standards for pollutants from atmospheric stationary and mobile sources, ranging from the iron and steel to mineral wool to pharmaceutical industry.</div>",In force,1997,National,International Energy Agency,1997-01-01,,https://www.mee.gov.cn/ywgz/fgbz/bz/bzwb/dqhjbh/dqgdwrywrwpfbz/index.shtml,,1750778240080,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
CONAMA Resolution No. 436 of 12/22/2011 establishing the maximum limits for the emission of atmospheric pollutants for stationary sources,"<div>The resolution sets NOx and SOx maximum limits for stationary sources installed or with an application for an installation license prior to January 2, 2007.</div>",In force,2011,National,International Energy Agency,2011-12-22,,https://www.normasbrasil.com.br/norma/resolucao-436-2011_114141.html,,1750778242836,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Protection of the Environment Operations (Clean Air) Regulation 2022,"<div>This Regulation sets standards and limits for burning fuels, by prohibiting the burning of certain articles and requiring approval for certain fires and incinerators.</div>",In force,2022,National,International Energy Agency,2022-12-16,,https://legislation.nsw.gov.au/view/pdf/asmade/sl-2022-811,,1750778244880,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Standard NOM-085-SEMARNAT-2011 on maximum permissible emission levels from indirect heating combustion equipment,"<div>The standard sets maximum permissible emission levels for thermal power plants on CO, SO2 and NOx emissions. Power plans shall aim to fit these permissible emission levels no later than January 1, 2017.</div>",In force,2017,National,International Energy Agency,2012-01-20,,https://www.dof.gob.mx/normasOficiales/4632/semarnat/semarnat.htm,,1750778244964,"[{""iso3"":""MEX"",""name"":""Mexico""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Standards for emissions of harmful substances into the atmospheric air and harmful physical impacts on the atmospheric air,"<div>The Federal Law On Environmental Protection includes standards for stationary source of emissions, including SO2 and NOx.</div>",In force,2002,National,International Energy Agency,2002-01-10,,https://www.consultant.ru/document/cons_doc_LAW_34823/8e1fb536fbaf405df92bf1b66e133b2b458e40bb/,,1750778245208,"[{""iso3"":""RUS"",""name"":""Russian Federation""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Ordinance on Air Pollution Control (OAPC),<div>The Ordinance on Air Pollution Control provides standards and limits for new and existing stationary installations. It was last revised in 2024.</div>,In force,1983,National,International Energy Agency,1983-10-07,,https://www.fedlex.admin.ch/eli/cc/1986/208_208_208/en,,1750778250856,"[{""iso3"":""CHE"",""name"":""Switzerland""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
