title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
EUR 457 million for wind and solar,"<div>In March 2022, Romanian Ministry of Energy launched a state aid scheme for the financing of new capacity additions of wind and solar energy both for own consumption and sale. The scheme aims to support the installation of 950 MW of new capacity by 2024. Eligible beneficiaries are companies registered in Romania, which can draw up to EUR 1.3 million per MW of wind capacity and up to EUR 750,000 per MW of solar capacity.</div>",In force,2022,National,International Energy Agency,2022-03-31,2024,https://energie.gov.ro/pnrr-ministerul-energiei-anunta-lansarea-apelului-de-proiecte-noi-capacitati-de-productie-energie-din-surse-regenerabile/,,1683629179073,"[{""iso3"":""ROU"",""name"":""Romania""}]",[],"[""Wind"",""Solar PV""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
2023 subsidies for large-scale solar PV,"<div>The government will allocate CHF 600 million of subsides to solar projects in 2023. The funding will be distributed in the form of one-time payment for small PV systems (KLEIV) to all system operators in 2023 who submit their applications by October 31, 2023 and in the form of auctions for large PV systems of 150 kW or more receiving a high one-time payment covering up to 60% investment costs.</div>",In force,2023,National,International Energy Agency,,2023,https://www.admin.ch/gov/fr/accueil/documentation/communiques.msg-id-91897.html,,1683897132691,"[{""iso3"":""CHE"",""name"":""Switzerland""}]",[],"[""Solar PV"",""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
2023 incentives for decentralised renewable electricity production,"<div>In 2023, the Portuguese government provides an income tax exemption for the decentralised production of renewable electricity, which is either used onsite or sold by the reinjection to the national electricity network.</div>",In force,2023,National,International Energy Agency,2022-12-30,2023,https://www.dgo.gov.pt/politicaorcamental/OrcamentodeEstado/2023/Proposta%20do%20Or%C3%A7amento/Documentos%20do%20OE/OE2023_doc16_Relatorio.pdf,,1683807200016,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],"[""Price crisis response""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
BNDES financing to new wind farms 2023,"<div>The National Bank for Economic and Social Development (BNDES) of Brazil approved a total of BRL 907 million in financing for Casa dos Ventos to implement four wind farms in Rio Grande do Norte. With a total installed capacity of 202.5 MW, the projects will form the Umari Wind Complex that will supply around 500,000 homes in the area.</div>",Ended,2023,National,International Energy Agency,,,https://www.bndes.gov.br/wps/portal/site/home/imprensa/noticias/conteudo/bndes-financia-implantacao-de-quatro-parques-eolicos-no-rn-com-rs-907-milhoes/!ut/p/z1/xVTBbpswAP2WHjg6dsAE6A21JNlCFm1rlsIlMsaAN7CJMaH7-5k0h6laUk1dNV-QzfN7zw-eYQofYSrIkZdEcylIbeZJOtvHwSpa4g2KkfuAUXjveHjrRWjl23B3AqALI0QwvbwfzxH8BlOYUqFbXcEkEznr9lx0muuenhxYqJINsxBvWsVERywkpOaUk85CVArN-lxa6LQRFFwQYV4BA66J0IQSCXIGDj3RSoKWqENvYEzWnMoOCAmUAFQ2QHUgQB5oeF1J1o2OWspzmGDk2MRHLqDMYQAHNAAZsX3gu5TN8HSG89n0nMCViNLrAe1Gvd8ZFvexjcLYnaP550-LKLRfAjYfnAiFy7vYxdFqugicM-CKSGJMepdNOnB35GyAWyFVYz7717_MYPmawsZ-o8Ir9O770nvvSo_xG-k_XmvZ-AuaGttqfbcuDS3RFeCikPDx37bGaPDvh0Mamj6PxXzSZ4X_X2iTT1nL7Pk-C0Xm-CYIxQqmmJr0yixXWrfdrYUsNAzD5KQ-KeVxkimz0hprrVR6NN9xzS4f4U_8lexMEi9pYdtsG9_5CX588YeHoiqb_Tpy3POjPsbFWrtJeHPzCxZGP-k!/dz/d5/L2dBISEvZ0FBIS9nQSEh/,,1743771489740,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],"[""Wind""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
VAT exemption for renewable energy equipment,"<div>In July 2020,  Senegal exempted 22 renewable energy materials and products from VAT, including solar panels, inverters, solar thermal collectors, batteries, solar lamp kits, solar water heaters kits, wind towers, blades, rotors, nacelles as well as biogas equipment. The tax exemption aims to support the country electrification efforts. </div>",In force,2020,National,International Energy Agency,,,http://www.ecowrex.org/sites/default/files/documents/news/arrete_interministeriel_fixant_la_liste_des_materiels_destines_a_la_production_denergies_renouvelables_exoneres_de_la_taxe_sur_.pdf,,1719523744208,"[{""iso3"":""SEN"",""name"":""Senegal""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Canada's Clean Energy for Rural and Remote Communities,"<div>In Canada, there are over 200 communities that rely completely on diesel for heat and power. They often depend on small diesel-based micro-grids for their energy supply that are inefficient, vulnerable to outages, expensive to operate, and contribute to local pollution. The vast majority of diesel-reliant communities are Indigenous or have significant Indigenous populations. In 2018, Natural Resources Canada launched the eight-year CAD 220 million <a href=""https://www.nrcan.gc.ca/reducingdiesel"">Clean Energy for Rural and Remote Communities</a> (CERRC) programme to support community-driven activities aimed at reducing diesel reliance for heat and power in rural, remote and Indigenous communities. The CERRC program operates through four distinct streams: 1) capacity building, 2) bioheat, 3) innovative demonstrations, and 4) deployment. The programme can provide communities with resources to fund capital projects and build the internal capacity needed to drive implementation of a diesel-reduction or renewable energy project. <br><br> As part of this effort, CERRC’s Capacity Building stream has prioritised equity, diversity and inclusion within its programme design, implementation and project selection. CERRC has included specific requirements for applicants to demonstrate how they will encourage and integrate the greater participation of Indigenous women and youth in clean energy, as part of the project and project team itself. Further, the CERRC programme is supporting several projects that aim to support Indigenous women and youth to become future clean energy leaders within their communities. For example, the Centre for Indigenous Environmental Resources’ project Shining Lights: Energy Literacy and Language in the Northwest Territories was designed to focus on increasing the energy literacy and empower participants to be able to support their community’s energy planning goals. The project held a series of workshops during 2019-2020 that included participation of 60 Indigenous women and youth from 22 Northwest Territories communities. <br><br> In addition to the many capacity building projects the CERRC programme has funded, CERRC is funding Indigenous owned and led clean energy projects. These projects are expected to bring significant benefits and impacts for the communities. For example, the development of the community owned 2.35 MW solar project in Fort Chipewyan, Alberta was a unifying factor that brought three Indigenous communities together for the creation of Three Nations Energy (3NE). 3NE has since become the organisation that leads efforts on community energy planning, using solar in remote cabins, replacing diesel with biomass and sustainable food production. It is also a source of significant community pride and revenue generation. Overall, the CERRC programme has mobilized 115 renewable energy and capacity building projects involving more than 130 diesel-reliant communities. In 2021, the government of Canada announced an additional CAD 300 million over six years, starting in 2022, to continue to advance the work of the programme. </div>",In force,2020,National,International Energy Agency,2021-04-16,,https://www.canada.ca/en/natural-resources-canada/news/2021/04/canada-invests-in-nine-clean-energy-projects-in-rural-and-remote-communities-in-british-columbia.html,,1762088899391,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Green Industries Growth Accelerator,"<div>The UK government has pledged GBP 960 million over the forthcoming five years towards the Green Industries Growth Accelerator, aiming to expedite manufacturing within pivotal net zero sectors, including offshore wind, networks, CCUS, hydrogen and nuclear. </div>",In force,2023,National,International Energy Agency,2023-11-23,,https://www.gov.uk/government/news/huge-boost-for-uk-green-industries-with-960-million-government-investment-and-major-reform-of-power-network,,1715761233590,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],"[""Energy storage technologies"",""Wind offshore"",""Nuclear"",""Hydrogen""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Green Electricity Tariff Programme,<div>The Malaysian Government is implementing since 2021 a Green Electricity Tariff Programme enables electricity consumers to subscribe for the provision of electricity generated through renewable sources in exchange for a premium.<br><br>The premium and subscription period were reviewed in 2023 and the Programme was extended to 2024.<br><br>Green Electricity Tariff Programme consumers benefit from an exemption from Imbalance Cost Pass-Through (ICPT) fees. <br><br>An extension of the Programme was announced in 2025 by the Ministry of Energy Transition and Water Transformation (PETRA). </div>,In force,2021,National,International Energy Agency,2021-01-01,,https://www.mgats.com.my/green-electricity-tariff,,1741715967285,"[{""iso3"":""MYS"",""name"":""Malaysia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Germany's Special Climate and Transformation Fund,"<div>In 2023, Germany's Federal Cabinet approved the set up of the Special Climate and Transformation Fund ""Klima- und Transformationsfonds (KTF)"" for 2024 - 2027 to support the development and establishment of future technologies and thus Germany's transformation towards a sustainable and climate-neutral economy. The Fund scope and activities were revised after a ruling by the Federal Constitutional Court in December 2023.<br><br></div>",In force,2024,National,International Energy Agency,2023-08-09,2027,https://www.bmwk.de/Redaktion/DE/Pressemitteilungen/2023/08/20230809-bundeskabinett-beschliesst-wirtschaftsplan-des-ktf.html,,1725032280522,"[{""iso3"":""DEU"",""name"":""Germany""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Grants"",""category"":""Grants for R&D projects""}]"
Germany's Special Climate and Transformation Fund - Renewable Energy Sources Act (EEG),"<div>Germany updated their Renewable Energy Act in 2023 to align with the 1.5 degree path of the Paris Climate Agreement. The new EEG 2023 would replace EEG 2021 to put in place more ambitious renewable expansion goals and improve the framework conditions for renewable energies. As part of the EEG, Germany aims to meet at least 80% of their electricity consumption through renewable energies by 2030. The plan also continued with the exemption of EEG levy as part of the relief packages provided by the government.<br><br>As part of updated Germany's Special Climate and Transformation Fund (KTF) for 2024, around €10.6 billion is allocated for the financing of the EEG.</div>",In force,2024,National,International Energy Agency,2023-12-23,,https://www.bundesregierung.de/breg-de/service/gesetzesvorhaben/der-klima-und-transformationsfonds-2024-2250738,,1750778177042,"[{""iso3"":""DEU"",""name"":""Germany""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Swiss Energy research for the Energy Transition Funding Programme (SWEET),"<div>The Swiss Energy research for the Energy Transition (SWEET) is a funding programme of the Swiss Federal Office of Energy (SFOE) meant to accelerate domestic decarbonisation and related innovations.<br><br></div><div>The programme was launched in early 2021. The funding programme initially ran until 2032, and has been extended to 2036. In each call, research proposals can be submitted on pre-defined research challenges. Consortia from different universities, other higher education institutions and public or private-sector partners may apply.<br><br>SWEET focuses on solution-oriented research in relevant topic areas and on the practical application of research findings. Funding is available to inter- and transdisciplinary research and innovation projects, known as consortium projects. Pilot and demonstration projects involve stakeholders from outside the research community as well.</div>",In force,2021,National,International Energy Agency,2021-04-01,2032,https://www.bfe.admin.ch/bfe/en/home/research-and-cleantech/funding-program-sweet/calls-for-proposals-overview.html,,1717415906085,"[{""iso3"":""CHE"",""name"":""Switzerland""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""People-Centred Clean Energy Transitions"",""family"":""Framework legislation"",""name"":""Decent jobs"",""category"":null},{""topic"":""People-Centred Clean Energy Transitions"",""family"":""Framework legislation"",""name"":""Universal energy access"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null},{""topic"":""Industry"",""family"":""Incentives and investments"",""name"":""Government spending for energy efficiency and recycling"",""category"":null},{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in biofuels"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Sales tax exemption on solar systems,"<div>From January 2024 to December 2025,  PV systems up to 35 kilowatt peak (kWp) and their associated storage systems are exempted from sales tax provided that they are purchased together. This incentive would be applicable to residential, public and non-profit, charitable buildings. </div>",Ended,2024,National,International Energy Agency,2024-01-01,2025,https://www.bmk.gv.at/themen/klima_umwelt/energiewende/erneuerbare/foerderungen/pv/foerderung2024.html,,1742898513031,"[{""iso3"":""AUT"",""name"":""Austria""}]",[],"[""Solar PV"",""Solar""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Fusion Energy Technologies Investment ,<div>The United Kingdom Atomic Energy Authority (UKAEA) awarded funding to nine organisations to advance innovative technologies for fusion energy. </div>,In force,2023,National,International Energy Agency,2023-12-06,,https://www.gov.uk/government/news/ukaea-awards-116m-for-development-of-fusion-energy-technologies,,1717455976672,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],"[""Nuclear"",""Nuclear fusion reactors""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""}]"
2050 Net Zero Pathway and Strategy - Wind and solar,"<div>The government of Chinese Taipei aims to install off-shore wind turbines to reach a total 13.1GW capacity by 2030, and 44-55 GW by 2050. It also aims to install additional solar power capacities representing 30GW by 2030 and 40-80GW by 2050.</div>",In force,2022,National,International Energy Agency,2022-03-30,2050,https://ws.ndc.gov.tw/Download.ashx?u=LzAwMS9hZG1pbmlzdHJhdG9yLzEwL3JlbGZpbGUvMC8xNTA0MC8yZTZhZTA0Mi0wYjUyLTQ4OTAtOGY5NC1hYjk5MzgzNWZlZTIucGRm&n=6Ie654GjMjA1MOa3qOmbtuaOkuaUvui3r%2bW%2bkeWPiuetlueVpee4veiqquaYji5wZGY%3d&icon=.pdf,,1719529495007,"[{""iso3"":""TWN"",""name"":""Chinese Taipei""}]",[],"[""Wind offshore"",""Wind onshore"",""Wind"",""Solar PV"",""Offgrid solar PV"",""Solar water pumps"",""Other wind (incl. airborne)""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
 2050 Net Zero Pathway and Strategy - Alternative energy,"<div>The government of Chinese Taipei aims to generate between 8 - 14 GW of electricity from alternative energy resources such as geothermal, biomass and tidal, and is earmarking corresponding budget support to build additional capacities.</div>",In force,2022,National,International Energy Agency,2022-03-30,2050,https://ws.ndc.gov.tw/Download.ashx?u=LzAwMS9hZG1pbmlzdHJhdG9yLzEwL3JlbGZpbGUvMC8xNTA0MC8yZTZhZTA0Mi0wYjUyLTQ4OTAtOGY5NC1hYjk5MzgzNWZlZTIucGRm&n=6Ie654GjMjA1MOa3qOmbtuaOkuaUvui3r%2bW%2bkeWPiuetlueVpee4veiqquaYji5wZGY%3d&icon=.pdf,,1719181640880,"[{""iso3"":""TWN"",""name"":""Chinese Taipei""}]",[],"[""Geothermal electricity"",""Hydropower (excl. pumped hydro)"",""Biomass and renewable waste""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Government support to the domestic semiconductor industry,<div>The government of Chinese Taipei allocates industry-specific subsidies to develop domestic R&amp;D and manufacturing capabilities in the semiconductor sector.<br><br></div>,In force,2019,National,International Energy Agency,,,https://www.moea.gov.tw/MNS/populace/news/News.aspx?kind=1&menu_id=40&news_id=113447,,1750778177635,"[{""iso3"":""TWN"",""name"":""Chinese Taipei""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""2-/3-wheelers""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
[Announced] Government envisaged support for energy and clean energy technology sectors,"<div>In January 2024, the Presidency of The Republic of Turkiye's Investment Office updated their investment incentives for different areas including priority investments including:</div><ul><li>Mine extraction and processing investment</li><li>Renewable energy components manufacturing including turbines, generators, solar panels and wind blades</li><li>Motor parts investments </li><li>Electricity generation investments with coal-based minerals</li><li>Energy efficiency investments in existing industry facilities</li><li>Liquefied natural gas (LNG) investments and underground natural gas storage investments </li><li>Electricity generation investments from waste heat recovery </li><li>Mineral exploration investments </li><li>Greenhouse investments, including domestically produced greenhouse technologies based on automation</li><li>Nuclear power plant investments </li><li>Manufacturing of software and IT products</li></ul><div><br></div><div>The incentives included VAT Exemption for machinery, construction, customs duty exemption, corporate tax reduction, social security premium support, and interest rate support, with a total support rate that could reach 88.6% of the investment input based on the modelled scenario.</div>",Announced,2024,National,International Energy Agency,,,https://www.invest.gov.tr/en/library/publications/lists/investpublications/guide-to-state-incentives-for-investments-in-turkiye.pdf,,1750778177938,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Power generation supporting technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""}]"
Turkiye's Power Grid Investments by 2030,"<div>In March 2023, Turkiye announced its plan to invest $10 billion to build a green grid by 2030. The ministry illuminated the necessity of the grid's upgrades to accommodate the different clean energy installations. This includes a plan to increase the installed electricity capacity to 190 GW, of which 60 GW will be renewable energy, by 2035. <br><br>The ministry is in discussion with World Bank for their support on the scale-up plan with financial and technical assistance and in partnership with the ministry and key private sector. </div>",Announced,2023,National,International Energy Agency,2023-12-04,2030,https://enerji.gov.tr/news-detail?id=21221,,1750778178027,"[{""iso3"":""TUR"",""name"":""Republic of Turkiye""}]",[],"[""Wind offshore"",""Wind onshore"",""Other transmission and distribution technologies"",""Wind"",""Solar PV"",""Power transformation and distribution technologies"",""Transformers and substations""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
"The CHIPS Act - Division B (Research and Development, Competition, and Innovation Act)","<p>The Research and Development, Competition, and Innovation Act is part of the CHIPS and Science Act (also known as CHIPS or CHIPS+) which provides support for R&amp;D activities for a wide range of scientific and technological research areas, including:Basic R&amp;D for energy storage Provides funding for multivalent ion material R&amp;D, electrochemistry modeling and simulation, and mesoscale electrochemistry.Carbon research Provides funding for carbon materials (coal, coal-waste, and carbon ore) research, carbon sequestration research for subsurface geology R&amp;D to support carbon sequestration, and the establishment of two carbon storage R&amp;D centers.Fusion R&amp;D Provides funding for fusion energy material research, establishment of two research teams on pilot fusion plant technology roadmap development, material plasma exposure experiment, the Department of Energy Fusion energy services program and the construction of the International Thermonuclear Experimental Reactor.Directs the National Institute of Standards and Technology to incorporate policies developed by the Manufacturing USA Network, an inter-agency network focused on encouraging domestic manufacturingDirects the National Science Foundation to conduct fundamental research on, among other topics, climate change and critical minerals miningEstablishment of a Department of Energy Regional Clean Energy Innovation Program to create economic and innovation opportunities in geographically diverse areas across the US, as part of a USD 10 billion Regional Innovation Hubs program.Establishment of a Foundation for Energy Security and Innovation aimed at supporting the creation, R&amp;D, and commercialization of innovative energy technologiesNational Clean Energy Technology Transfer ProgramsProvides funding for a National Clean Energy Incubator Program, a Clean Energy Technology University Prize Competition, a Clean Energy Technology Transfer CoordinationAuthorizes the establishment of a Low-Emissions Steel Manufacturing Research Program (no specific budget set)Authorizes funding for Department of Energy R&amp;D and demonstration activity for 10 technology areasBuilding technologies Sustainable transportation Advanced manufacturing Industrial emissions reduction Advanced materials Renewable Power Grid Modernization Advanced nuclear materials research Clean Industrial technologies Alternative Fuels Carbon Removal Advanced Research Projects Agency - Energy Energy System Security and Cybersecurity Artificial intelligence Advanced Nuclear Technologies Federal R&amp;D and Demonstration ProgramProvides funding assistance for R&amp;D and demonstration projects of advanced nuclear technologies, prioritizing areas with retired or retiring fossil fuel generation facilities.Small business voucher program Provides support to small businesses to perform R&amp;D, demonstration, skills training and workforce development, or commercial application activities at the national laboratories.</p>",In force,2022,National,International Energy Agency,2022-08-09,,https://www.commerce.senate.gov/services/files/1201E1CA-73CB-44BB-ADEB-E69634DA9BB9,English,1720170128133,"[{""iso3"":""USA"",""name"":""United States""}]",[],"[""Building envelope technologies"",""Transport technologies"",""Nuclear"",""Electricity generation and CHP technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Aircrafts""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Buses""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Ships""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Urban transit""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Access to facilities"",""category"":""Lab vouchers""},{""topic"":""Technology R&D and innovation"",""family"":""Knowledge management"",""name"":""Awards"",""category"":""Awards to recognise innovation""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Education and training"",""category"":""Professional / Vocational training and certification""},{""topic"":""Technology R&D and innovation"",""family"":""Resource push"",""name"":""Grants"",""category"":""Grants for R&D projects""}]"
Algeria Solar Intiative,"<div>In 2021, Algeria launched the ""1000 MW Solar"" Initiative as part of its targets to reach 15 GW of renewables capacity by 2035. The call of tenders for the initiative was announced on 23 December 2021. The implementation of the project is expected to start early in 2024 with a total cost of 171.5 billion Dinars. The project will cover 11 states mostly in the south.<br><br></div><div>A 1 GW scheme was launched in late 2021 and a 2 GW tender initiated in February 2023. </div>",In force,2021,National,International Energy Agency,2021-12-23,,https://www.entv.dz/the-ministry-of-energy-transition-launches-a-call-for-tender-for-the-completion-of-the-1000-megawatt-solar-project/,,1750778178501,"[{""iso3"":""DZA"",""name"":""Algeria""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
